"id","name","image","parts_type","color","offset_x","offset_y","offset_scale","power_type","power","duration","caption","name_en","name_fr","name_kr","name_scn","name_tcn","name_ina","name_thai","caption_en","caption_fr","caption_kr","caption_scn","caption_tcn","caption_ina","caption_thai"
85,"アイマスク（青）","eyemask_a000c_p105",22,0,0,0,100,0,0,0,,"Blue Eye Mask","Masque Bleu","아이마스크(청)","眼罩（蓝）","眼罩（藍）","Blue Mask","หน้ากากปิดตา (ฟ้า)",,,"가면무도회의 필수 아이템",,,,
86,"見習い魔女の服","dress_a006a_p33+dress_a006a_p67+dress_a006a_p87+dummy_p69",12,0,0,0,100,0,0,0,,"Cloth of Witch Learner","Vêtement d'Apprenti magicien","견습생 마녀 옷","见习魔女服装","見習魔女服裝","Witch Apprentice Robe","ชุดแม่มดฝึกหัด",,,"그림자 대륙의 단 하나뿐인 드레스",,,,
87,"影世界の服","dress_a007a_p33+dress_a007a_p67+dress_a007a_p87+dummy_p69",12,0,0,0,100,0,0,0,,"Cloth of Shadowland","Vêtement de ShadowLand","그림자 세계의 옷","影世界服装","影世界服裝","Shadowland Robe","ชุดโลกแห่งความมืด",,,"달빛을 흡수하는 신비한 드레스",,,,
88,"月世界の服","dress_b001a_p67+dummy_p33+dummy_p69+dummy_p87",12,0,0,0,100,0,0,0,,"Cloth of Moonland","Vêtement de MoonLand","달 세계의 옷","月世界服装","月世界服裝","Moonland Robe","ชุดโลกแห่งแสง",,,"달 대륙의 단 하나뿐인 드레스",,,,
89,"ワンレンロング（金）","hair_d001a_p108+hair_d001a_p18",3,0,0,0,100,0,0,0,,"Long Hair (Gold)","Cheveux Longs (Or)","긴생머리(금)","零层次长直发（金）","零層次長直髮（金）","Long Hair (Gold)","One Length Long (บลอนด์)",,"Coiffure adulte","여성스러운 헤어스타일","给人文静感的发型。",,"Gaya rambut dewasa.","ทรงผมที่ให้ความรู้สึกเรียบร้อย"
90,"ワンレンロング（白）","hair_d001d_p108+hair_d001d_p18",3,0,0,0,100,0,0,0,,"Long Hair (White)","Cheveux Longs (Blanc)","긴생머리(백)","零层次长直发（白）","零層次長直髮（白）","Long Hair (White)","One Length Long (ขาว)",,"Coiffure adulte","여성스러운 헤어스타일","给人文静感的发型。",,"Gaya rambut dewasa.","ทรงผมที่ให้ความรู้สึกเรียบร้อย"
91,"ワンレンロング（黒）","hair_d001h_p108+hair_d001h_p18",3,0,0,0,100,0,0,0,,"Long Hair (Black)","Cheveux Longs (Noir)","긴생머리(흑)","零层次长直发（黑）","零層次長直髮（黑）","Long Hair (Black)","One Length Long (ดำ)",,"Coiffure adulte","여성스러운 헤어스타일","给人文静感的发型。",,"Gaya rambut dewasa.","ทรงผมที่ให้ความรู้สึกเรียบร้อย"
92,"眼鏡（青）","eyewear_m000a_p105",22,0,0,0,100,0,0,0,,"Blue Glasses","Lunettes Bleues","안경(청)","眼镜（蓝）","眼鏡（藍）","Blue Glasses","แว่นตา (ฟ้า)",,"Lunettes pour améliorer la vue","푸른색 안경","会让视力上升的标准眼镜。",,"Kacamata pembantu penglihatan.","แว่นสายตาธรรมดา"
93,"眼鏡（赤）","eyewear_m000b_p105",22,0,0,0,100,0,0,0,,"Red Glasses","Lunettes Rouges","안경(적)","眼镜（红）","眼鏡（紅）","Red Glasses","แว่นตา (แดง)",,"Lunettes pour améliorer la vue","빨간색 안경","会让视力上升的标准眼镜。",,"Kacamata pembantu penglihatan.","แว่นสายตาธรรมดา"
94,"アニバーサリードレス","dress_a008a_p33+dress_a008a_p67+dress_a008a_p87+dummy_p69",12,0,0,0,100,0,0,0,,"Anniversary Dress","Robe de soirée","기념일 드레스","纪念日礼服","紀念日禮服","Anniversary Dress","ชุดเฉลิมฉลอง",,,"기념일에 입는 드레스",,,,
95,"アニバーサリーリボン","ribbon_a002a_p112",20,0,0,0,100,0,0,0,,"Anniversary Ribbon","Ruban de soirée","기념일 리본","纪念日缎带","紀念日緞帶","Anniversary Ribbon","โบว์เฉลิมฉลอง",,,"기념일에 사용하는 리본",,,,
96,"アニバーサリーシューズ","shoes_a001a_p51+shoes_a001a_p62",13,0,0,0,100,0,0,0,,"Anniversary Shoes","Chaussures de soirée","기념일 슈즈","纪念日鞋子","紀念日鞋子","Anniversary Shoes","รองเท้าเฉลิมฉลอง",,,"기념일에 신는 신발",,,,
97,"漆の水着（上）","swim_t_a000a_p67",10,0,0,0,100,0,0,0,,"Lacquer Swimming Wear (Top)","Maillot de bain (Haut)","옻나무 수영복(상)","胶质泳装(上)","膠質泳裝(上)","Lacquer Swimwear (Top)","ชุดว่ายน้ำ (บน)",,,"옻나무 재질로 만든 수영복 상의",,,,
98,"漆の水着（下）","swim_u_a000a_p64",11,0,0,0,100,0,0,0,,"Lacquer Swimming Wear (Bottom)","Maillot de bain (Bas)","옻나무 수영복(하)","胶质泳装(下)","膠質泳裝(下)","Lacquer Swimwear (Bottom)","ชุดว่ายน้ำ (ล่าง)",,,"옻나무 재질로 만든 수영복 하의",,,,
99,"アニバーサリーエンジェル","fairy_a000a_p125",23,0,0,0,100,0,0,0,,"Anniversary Angel","Ange commémoratif","달빛천사","纪念日天使","紀念日天使","Anniversary Angel","เทวทูตเฉลิมฉลอง",,,"달 대륙의 작은 수호천사",,,,
100,"ハロウィンパンプキン","hair_x000a_p108",3,0,0,0,100,0,0,0,,"Halloween Pumpkin","Citrouille d'Halloween","할로윈 호박","万圣节南瓜","萬聖節南瓜","Halloween Pumpkin","ฟักทองฮาโลวีน",,,"할로윈데이를 축하하기 위한 장식",,,,
101,"ハロウィンハット","hat_x000a_p112+hat_x000a_p17",20,0,0,0,100,0,0,0,,"Halloween Hat","Chapeau d'Halloween","할로윈 모자","万圣节帽子","萬聖節帽子","Halloween Hat","หมวกฮาโลวีน",,,"할로윈데이를 축하하기 위한 장식",,,,
102,"ハロウィンマント","mant_x000a_p91+mant_x000a_p21",12,0,0,0,100,0,0,0,,"Halloween Mantle","Cape d'Halloween","할로윈 망토","万圣节披风","萬聖節披風","Halloween Mantle","ผ้าคลุมฮาโลวีน",,,"할로윈데이를 축하하기 위한 장식",,,,
103,"カジュアルショート（金）","hair_a001a_p108+hair_a001a_p18",3,0,0,0,100,0,0,0,,"Casual short (Golden)","Courts naturels (Or)","캐주얼 단발머리(금)","休闲风短发（金）","休閒風短髮（金）","Casual Short (Blonde)","Casual Short (บลอนด์)",,"Cheveux soyeux","부드러운 분위기를 주는 헤어스타일","让你拥有轻柔感的发型。",,"Gaya rambut halus.","ทรงผมที่ให้ความรู้สึกอ่อนโยน"
104,"カジュアルショート（青）","hair_a001c_p108+hair_a001c_p18",3,0,0,0,100,0,0,0,,"Casual short (Blue)","Courts naturels (Bleu)","캐주얼 단발머리(청)","休闲风短发（蓝）","休閒風短髮（藍）","Casual Short (Blue)","Casual Short (ฟ้า)",,"Cheveux soyeux","부드러운 분위기를 주는 헤어스타일","让你拥有轻柔感的发型。",,"Gaya rambut halus.","ทรงผมที่ให้ความรู้สึกอ่อนโยน"
105,"カジュアルショート（赤）","hair_a001g_p108+hair_a001g_p18",3,0,0,0,100,0,0,0,,"Casual short (Red)","Courts naturels(Rouge)","캐주얼 단발머리(적)","休闲风短发（红）","休閒風短髮（紅）","Casual Short (Red)","Casual Short (แดง)",,"Cheveux soyeux","부드러운 분위기를 주는 헤어스타일","让你拥有轻柔感的发型。",,"Gaya rambut halus.","ทรงผมที่ให้ความรู้สึกอ่อนโยน"
106,"赤ずきん","hair_x001a_p108+hair_x001a_p18",3,0,0,0,100,0,0,0,,"Red hood","Capuchon rouge","빨간두건","小红帽","小紅帽","Crimson Hood","หมวกแดง",,,"빨간색 두건",,,,
107,"ぐるぐる","eye_x000a_p102",1,0,0,0,100,0,0,0,,"Crazy Eyes","Oeil Toupille","빙글빙글","昏迷眼","昏迷眼","Spinning Eyes","มึนงง",,,"빙글빙글 눈동자",,,,"(*ชิ้นส่วนตาแสดงอารมณ์)"
108,"あわわ","mouth_x000a_p101",2,0,0,0,100,0,0,0,,"AWAWA Mouth","Oeil AWAWA ","헤벌쭉","阿哇哇","阿哇哇","Awawa Mouth","อุหวาๆ",,,"하품하는 입",,,,"(*ชิ้นส่วนตาแสดงอารมณ์)"
109,"パラサイトキノコ","other_x000a_p114",20,0,0,0,100,0,0,0,,"Parasite Mushroom","Champignon Parasite","기생버섯","寄生蘑菇","寄生蘑菇","Parasite Mushroom","เห็ดปรสิต",,,"버섯모양의 리본",,,,
110,"バスケット","basket_x000a_p78",21,0,0,0,100,0,0,0,,"Basket","Panier","바구니","手提竹篮","手提竹籃","Basket","ตะกร้า",,,"옻나무 재질로 만든 바구니",,,,
111,"サンタキャップ","hat_x001a_p112",20,0,0,0,100,0,0,0,,"Santa Cap","Cape de Père Noël","산타 모자 ","圣诞帽","聖誕帽","Santa Cap","หมวกซานตาคลอส",,,"크리스마스를 축하하기 위한 장식",,,,
112,"サンタブーツ","shoes_x000a_p51+shoes_x000a_p62",13,0,0,0,100,0,0,0,,"Santa Boots","Bottes de Père Noël","산타 부츠","圣诞靴","聖誕靴","Santa Boots","รองเท้าซานตาคลอส",,,"크리스마스를 축하하기 위한 장식",,,,
113,"サンタウェア","dress_x000a_p33+dress_x000a_p67+dress_x000a_p87+dummy_p69",12,0,0,0,100,0,0,0,,"Santa Wear","Vêtements de Père Noël","산타 옷","圣诞服","聖誕服","Santa Costume","ชุดซานตาคลอส",,,"크리스마스를 축하하기 위한 장식",,,,
114,"サンタ袋","basket_x001a_p78",21,0,0,0,100,0,0,0,,"Santa bag","Hotte de Père Noël","산타 주머니","圣诞包包","聖誕包包","Santa Bag","ถุงซานตาคลอส",,,"크리스마스를 축하하기 위한 장식",,,,
115,"ノーブルロング（青）","hair_d002c_p108+hair_d002c_p18",3,0,0,0,100,0,0,0,,"Noble long (Blue)","Raide (Bleu)","노블헤어(청)","高贵的长发(蓝)","高貴的長髮(藍)","Noble Long (Blue)","Noble Long (ฟ้า)",,"Cheveux raides","차분한 외모의 스트레이트 헤어스타일","看起来沉稳端庄的直发",,"Rambut lurus.","ผมตรงยาวที่ให้ความรู้สึกสงบ"
116,"ノーブルロング（桃）","hair_d002d_p108+hair_d002d_p18",3,0,0,0,100,0,0,0,,"Noble long (Pink)","Raide (Rose)","노블헤어(도)","高贵的长发(桃)","高貴的長髮(桃)","Noble Long (Pink)","Noble Long (พีช)",,"Cheveux raides","차분한 모양의 스트레이트 헤어스타일","看起来沉稳端庄的直发",,"Rambut lurus.","ผมตรงยาวที่ให้ความรู้สึกสงบ"
117,"ノーブルロング（黒）","hair_d002h_p108+hair_d002h_p18",3,0,0,0,100,0,0,0,,"Noble long (Black)","Raide (Noir)","노블헤어(흑)","高贵的长发(黑)","高貴的長髮(黑)","Noble Long (Black)","Noble Long (ดำ)",,"Cheveux raides","차분한 모양의 스트레이트 헤어스타일","看起来沉稳端庄的直发",,"Rambut lurus.","ผมตรงยาวที่ให้ความรู้สึกสงบ"
118,"ロング（金）","hair_d003a_p108+hair_d003a_p37+hair_d003a_p18",3,0,0,0,100,0,0,0,,"Long (Golden)","Long (D'or)","롱헤어(금)","长发(金)","長髮(金)","Long (Blonde)","Long (บลอนด์)",,"Cheveux longs","청순한 롱 헤어스타일","简单的长发",,"Rambut panjang sederhana.","ผมยาวธรรมดา"
119,"ロング（赤）","hair_d003g_p108+hair_d003g_p37+hair_d003g_p18",3,0,0,0,100,0,0,0,,"Long (Red)","Long (Rouge)","롱헤어(적)","长发(紅)","長髮(紅)","Long (Red)","Long (แดง)",,"Cheveux longs","청순한 롱 헤어스타일","简单的长发",,"Rambut panjang sederhana.","ผมยาวธรรมดา"
120,"ロング（茶）","hair_d003i_p108+hair_d003i_p37+hair_d003i_p18",3,0,0,0,100,0,0,0,,"Long (Brown)","Long (Marron)","롱헤어(갈)","长发(茶)","長髮(茶)","Long (Brown)","Long (น้ำตาล)",,"Cheveux longs","청순한 롱 헤어스타일","简单的长发",,"Rambut panjang sederhana.","ผมยาวธรรมดา"
121,"ニューイヤードレス（赤）","dress_a009a_p33+dress_a009a_p43+dress_a009a_p67+dress_a009a_p87+dummy_p69",12,0,0,0,100,0,0,0,,"New Year Dress (Red)","Robe de Nouvel An (Rouge)","신년 드레스(적)","新年礼服(紅)","新年禮服(紅)","New Year Dress (Red)","ชุดปีใหม่ (แดง)",,"Robe de Soirée (Nouvel An)","새해를 기념하여 만들어진 드레스","纪念新年所制作的礼服",,"Baju khusus Tahun Baru.","ชุดที่ตัดขึ้นเพื่อเป็นที่ระลึกวันปีใหม่"
122,"ニューイヤードレス（緑）","dress_a009b_p33+dress_a009b_p43+dress_a009b_p67+dress_a009b_p87+dummy_p69",12,0,0,0,100,0,0,0,,"New Year Dress (Green)","Robe de Nouvel An (Green)","신년 드레스(녹)","新年礼服(綠)","新年禮服(綠)","New Year Dress (Green)","ชุดปีใหม่ (เขียว)",,"Robe de Soirée (Nouvel An)","새해를 기념하여 만들어진 드레스","纪念新年所制作的礼服",,"Baju khusus Tahun Baru.","ชุดที่ตัดขึ้นเพื่อเป็นที่ระลึกวันปีใหม่"
123,"ニューイヤードレス（紫）","dress_a009c_p33+dress_a009c_p43+dress_a009c_p67+dress_a009c_p87+dummy_p69",12,0,0,0,100,0,0,0,,"New Year Dress (Purple)","Robe de Nouvel An (Pourpre)","신년 드레스(자)","新年礼服(紫)","新年禮服(紫)","New Year Dress (Purple)","ชุดปีใหม่ (ม่วง)",,"Robe de Soirée (Nouvel An)","새해를 기념하여 만들어진 드레스","纪念新年所制作的礼服",,"Baju khusus Tahun Baru.","ชุดที่ตัดขึ้นเพื่อเป็นที่ระลึกวันปีใหม่"
124,"ニューイヤーシューズ","shoes_b000a_p51+shoes_b000a_p62",13,0,0,0,100,0,0,0,,"New Year Shoes","Chaussures de Nouvel An","신년 슈즈","新年鞋子","新年鞋子","New Year Shoes","รองเท้าปีใหม่",,"Robe de Soirée (Nouvel An)","새해를 기념하여 만들어진 신발","纪念新年所制作的鞋子",,"Baju khusus Tahun Baru.","รองเท้าที่ตัดขึ้นเพื่อเป็นที่ระลึกวันปีใหม่"
125,"月桂樹の冠（白金）","tiara_a000d_p112",20,0,0,0,100,0,0,0,,"Laurel Wreath (Platinum)","Couronne de Laurier (Platine)","월계수의 관(백금)","月桂树发冠(白金)","月桂樹髮冠(白金)","Laurel Wreath (Platinum)","มงกุฎชัยพฤกษ์ (แพลทินัม)",,,"승리자의 영광이 깃든 월계수 관",,,,
126,"シェリのブーツ","shoes_z011a_p51+shoes_z011a_p62",13,0,0,0,100,0,0,0,,"Sheri's Boots","Bottes de Sheri","쉐리의 부츠","雪莉的鞋子","雪莉的鞋子","Sheri Boots","บูทของเชรี",,,,,,,
127,"シェリのヘッドドレス","hat_z011a_p111",20,0,0,0,100,0,0,0,,"Sheri's Headdress","Robe de Sheri","쉐리의 헤드 드레스","雪莉的头饰","雪莉的頭飾","Sheri Headdress","แถบคาดผมของเชรี",,,,,,,
128,"シェリのドレス","dress_z011a_p33+dress_z011a_p67+dress_z011a_p87+dummy_p69",12,0,0,0,100,0,0,0,,"Sheri's Clothes","Vêtements de Sheri","쉐리의 드레스","雪莉的服装","雪莉的服裝","Sheri Costume","ชุดของเชรี",,,,,,,
129,"アインのブーツ","shoes_z012a_p51+shoes_z012a_p62+dummy_p59",13,0,0,0,100,0,0,0,,"Ayn's Boots","Bottes d'Ayn","아인의 부츠","艾茵的鞋子","艾茵的鞋子","Ayn Boots","บูทของไอน์",,,,,,,
130,"アインのスカート","skirt_z012a_p64+dummy_p69",11,0,0,0,100,0,0,0,,"Ayn's Skirt","Jupe d'Ayn","아인의 스커트","艾茵的裙子","艾茵的裙子","Ayn Skirt","กระโปรงของไอน์",,,,,,,
131,"アインの上着","blouse_z012a_p33+blouse_z012a_p67+blouse_z012a_p87",10,0,0,0,100,0,0,0,,"Ayn's Coat","Manteau d'Ayn","아인의 외투","艾茵的上衣","艾茵的上衣","Ayn Coat","เสื้อนอกของไอน์",,,,,,,
132,"マルグリッドの靴","shoes_z015a_p51+shoes_z015a_p62",13,0,0,0,100,0,0,0,,"Marguerite's Boots","Bottes de Marguerite","마르그리드의 신발","玛格莉特的鞋子","瑪格莉特的鞋子","Marguerite Boots","รองเท้าของมาร์กรีต",,,,,,,
133,"マルグリッドのパンツ","skirt_z015a_p64+dummy_p69",11,0,0,0,100,0,0,0,,"Marguerite's Pants","Pantalon de Marguerite","마르그리드의 바지","玛格莉特的裤子","瑪格莉特的褲子","Marguerite Pants","กางเกงของมาร์กรีต",,,,,,,
134,"マルグリッドの上着","blouse_z015a_p33+blouse_z015a_p67+blouse_z015a_p87+blouse_z015a_p40",10,0,0,0,100,0,0,0,,"Marguerite's Coat","Manteau de Marguerite","마르그리드의 외투","玛格莉特的上衣","瑪格莉特的上衣","Marguerite Coa","เสื้อนอกของมาร์กรีต",,,,,,,
135,"ドニタのブーツ","shoes_z016a_p51+shoes_z016a_p62",13,0,0,0,100,0,0,0,,"Donita's Boots","Bottes de Donita","도니타의 부츠","多妮妲的鞋子","多妮妲的鞋子","Donita Boots","บูทของโดนิต้า",,,,,,,
136,"ドニタのヘッドドレス","hat_z016a_p111",20,0,0,0,100,0,0,0,,"Donita's Head Dress","Robe de Donita","도니타의 헤드 드레스","多妮妲的头饰","多妮妲的頭飾","Donita Headdress","แถบคาดผมของโดนิต้า",,,,,,,
137,"ドニタのドレス","dress_z016a_p33+dress_z016a_p67+dress_z016a_p87+dummy_p69",12,0,0,0,100,0,0,0,,"Donita's Coat","Manteau de Donita","도니타의 드레스","多妮妲的上衣","多妮妲的服裝","Donita Coat","เสื้อนอกของโดนิต้า",,,,,,,
